nome,latitude,longitude,cep,estado,uf
Araxá,"-19,6108","-46,9797",38180-000,Minas Gerais,MG
Arceburgo,"-21,3666","-46,9447",37820-000,Minas Gerais,MG
Arcos,"-20,2435","-45,5676",35588-000,Minas Gerais,MG
Areado,"-21,334","-46,168",37140-000,Minas Gerais,MG
Argirita,"-21,6391","-42,8286",36710-000,Minas Gerais,MG
Aricanduva,"-17,8579","-42,5979",39678-000,Minas Gerais,MG
Arinos,"-15,8033","-45,942",38680-000,Minas Gerais,MG
Astolfo Dutra,"-21,3041","-42,8819",36780-000,Minas Gerais,MG
Ataléia,"-18,1835","-41,1672",39850-000,Minas Gerais,MG
Augusto de Lima,"-18,1072","-44,1679",39220-000,Minas Gerais,MG
Baependi,"-21,9762","-44,8556",37443-000,Minas Gerais,MG
Baldim,"-19,2366","-43,8468",35706-000,Minas Gerais,MG
Bambuí,"-20,1045","-45,9874",38900-000,Minas Gerais,MG
Bandeira,"-15,8804","-40,5997",39917-000,Minas Gerais,MG
Bandeira do Sul,"-21,7291","-46,3828",37740-000,Minas Gerais,MG
Barão de Cocais,"-19,8798","-43,4948",35970-000,Minas Gerais,MG
Barão de Monte Alto,"-21,2654","-42,2789",36870-000,Minas Gerais,MG
Barbacena,"-21,2503","-43,8417",36200-000,Minas Gerais,MG
Barra Longa,"-20,2786","-43,0717",35447-000,Minas Gerais,MG
Barroso,"-21,1789","-43,9571",36212-000,Minas Gerais,MG
Bela Vista de Minas,"-19,8014","-43,1027",35938-000,Minas Gerais,MG
Belmiro Braga,"-21,9644","-43,4593",36126-000,Minas Gerais,MG
Belo Horizonte,"-19,8993","-43,957",30000-000,Minas Gerais,MG
Belo Oriente,"-19,2556","-42,4429",35195-000,Minas Gerais,MG
Belo Vale,"-20,4158","-44,0647",35473-000,Minas Gerais,MG
Berilo,"-16,8634","-42,4889",39640-000,Minas Gerais,MG
Berizal,"-15,6776","-41,7714",39555-000,Minas Gerais,MG
Bertópolis,"-16,9544","-40,5643",39875-000,Minas Gerais,MG
Betim,"-19,9626","-44,1945",32500-000,Minas Gerais,MG
Bias Fortes,"-21,6301","-43,7551",36230-000,Minas Gerais,MG
Bicas,"-21,7324","-43,1045",36600-000,Minas Gerais,MG
Biquinhas,"-18,7623","-45,5485",35621-000,Minas Gerais,MG
Boa Esperança,"-21,09","-45,565833",35621-000,Minas Gerais,MG
Bocaina de Minas,"-22,2344","-44,4934",37340-000,Minas Gerais,MG
Bocaiúva,"-17,305","-43,6763",39390-000,Minas Gerais,MG
Bom Despacho,"-19,6915","-45,253",35600-000,Minas Gerais,MG
Bom Jardim de Minas,"-21,9439","-44,1219",37310-000,Minas Gerais,MG
Bom Jesus da Penha,"-20,999","-46,5477",37948-000,Minas Gerais,MG
Bom Jesus do Amparo,"-19,7167","-43,4684",35908-000,Minas Gerais,MG
Bom Jesus do Galho,"-19,7169","-42,3756",35340-000,Minas Gerais,MG
Bom Repouso,"-22,4496","-46,1863",37610-000,Minas Gerais,MG
Bom Sucesso,"-21,032778","-44,757778",37610-000,Minas Gerais,MG
Bonfim,"-20,326944","-44,238889",37610-000,Minas Gerais,MG
Bonfinópolis de Minas,"-16,5442","-46,1327",38650-000,Minas Gerais,MG
Bonito de Minas,"-14,9101","-44,8847",39490-000,Minas Gerais,MG
Borda da Mata,"-22,2511","-46,1671",37564-000,Minas Gerais,MG
Botelhos,"-21,649","-46,4283",37720-000,Minas Gerais,MG
Botumirim,"-16,9095","-43,0085",39596-000,Minas Gerais,MG
Brás Pires,"-20,8784","-43,2244",36542-000,Minas Gerais,MG
Brasilândia de Minas,"-16,9306","-45,9638",38779-000,Minas Gerais,MG
Brasília de Minas,"-16,2525","-44,4571",39330-000,Minas Gerais,MG
Brasópolis,"-22,4817","-45,628",37530-000,Minas Gerais,MG
Braúnas,"-19,0218","-42,714",35169-000,Minas Gerais,MG
Brumadinho,"-20,2045","-44,1539",35460-000,Minas Gerais,MG
Bueno Brandão,"-22,5046","-46,3527",37578-000,Minas Gerais,MG
Buenópolis,"-17,8746","-44,0237",39230-000,Minas Gerais,MG
Bugre,"-19,367","-42,3081",35193-000,Minas Gerais,MG
Buritis,"-15,617778","-46,422778",35193-000,Minas Gerais,MG
Buritizeiro,"-17,4058","-45,3045",39280-000,Minas Gerais,MG
Cabeceira Grande,"-16,0618","-47,1757",38625-000,Minas Gerais,MG
Cabo Verde,"-21,487","-46,38",37880-000,Minas Gerais,MG
Cachoeira da Prata,"-19,5186","-44,4625",35765-000,Minas Gerais,MG
Cachoeira de Minas,"-22,3556","-45,7945",37545-000,Minas Gerais,MG
Cachoeira de Pajeú,"-15,9716","-41,493",39980-000,Minas Gerais,MG
Cachoeira Dourada,"-18,515","-49,500833",37545-000,Minas Gerais,MG
Caetanópolis,"-19,3347","-44,41",35770-000,Minas Gerais,MG
Caeté,"-19,8702","-43,6506",34800-000,Minas Gerais,MG
Caiana,"-20,7308","-41,9002",36832-000,Minas Gerais,MG
Cajuri,"-20,7874","-42,7626",36560-000,Minas Gerais,MG
Caldas,"-21,8867","-46,3592",37780-000,Minas Gerais,MG
Camacho,"-20,6422","-45,1433",35555-000,Minas Gerais,MG
Camanducaia,"-22,7906","-46,0784",37650-000,Minas Gerais,MG
Cambuí,"-22,5824","-46,0612",37600-000,Minas Gerais,MG
Cambuquira,"-21,8538","-45,2717",37420-000,Minas Gerais,MG
Campanário,"-18,2749","-41,7391",39835-000,Minas Gerais,MG
Campanha,"-21,8141","-45,3975",37400-000,Minas Gerais,MG
Campestre,"-21,7344","-46,2257",37730-000,Minas Gerais,MG
Campina Verde,"-19,4611","-49,7397",38270-000,Minas Gerais,MG
Campo Azul,"-16,5216","-44,8068",39338-000,Minas Gerais,MG
Campo Belo,"-20,9245","-45,234",37270-000,Minas Gerais,MG
Campo do Meio,"-21,126","-45,7957",37165-000,Minas Gerais,MG
Campo Florido,"-19,6926","-48,6566",38130-000,Minas Gerais,MG
Campos Altos,"-19,6369","-46,1981",38970-000,Minas Gerais,MG
Campos Gerais,"-21,2471","-45,7139",37160-000,Minas Gerais,MG
Cana Verde,"-21,0206","-45,1833",37267-000,Minas Gerais,MG
Canaã,"-20,6613","-42,6379",36592-000,Minas Gerais,MG
Canápolis,"-18,7778","-49,2758",38380-000,Minas Gerais,MG
Candeias,"-20,7389","-45,2872",37280-000,Minas Gerais,MG
Cantagalo,"-18,525833","-42,626944",37280-000,Minas Gerais,MG
Caparaó,"-20,520833","-41,906944",37280-000,Minas Gerais,MG
Capela Nova,"-20,9184","-43,6159",36290-000,Minas Gerais,MG
Capelinha,"-17,6917","-42,5021",39680-000,Minas Gerais,MG
Capetinga,"-20,653","-47,0183",37993-000,Minas Gerais,MG
Capim Branco,"-19,5783","-44,1666",35730-000,Minas Gerais,MG
Capinópolis,"-18,6922","-49,5794",38360-000,Minas Gerais,MG
Capitão Andrade,"-19,0429","-41,8261",35123-000,Minas Gerais,MG
Capitão Enéas,"-16,0563","-43,6747",39445-000,Minas Gerais,MG
Capitólio,"-20,5923","-46,1572",37930-000,Minas Gerais,MG
Caputira,"-20,1851","-42,2528",36925-000,Minas Gerais,MG
Caraí,"-17,1809","-41,5496",39810-000,Minas Gerais,MG
Caranaíba,"-20,8853","-43,7123",36428-000,Minas Gerais,MG
Carandaí,"-20,9884","-43,8341",36280-000,Minas Gerais,MG
Carangola,"-20,7078","-42,1049",36800-000,Minas Gerais,MG
Caratinga,"-19,6957","-42,1201",35300-000,Minas Gerais,MG
Carbonita,"-17,4788","-43,0488",39665-000,Minas Gerais,MG
Careaçu,"-22,0796","-45,6654",37556-000,Minas Gerais,MG
Carlos Chagas,"-17,6782","-40,8852",39864-000,Minas Gerais,MG
Carmésia,"-19,0653","-43,184",35878-000,Minas Gerais,MG
Carmo da Cachoeira,"-21,4332","-45,1804",37225-000,Minas Gerais,MG
Carmo da Mata,"-20,5685","-44,8852",35547-000,Minas Gerais,MG
Carmo de Minas,"-22,0886","-45,1495",37472-000,Minas Gerais,MG
Carmo do Cajuru,"-20,1878","-44,714",35510-000,Minas Gerais,MG
Carmo do Paranaíba,"-19,000833","-46,315833",35510-000,Minas Gerais,MG
Carmo do Rio Claro,"-20,9797","-46,1045",37150-000,Minas Gerais,MG
Carmópolis de Minas,"-20,5491","-44,6453",35534-000,Minas Gerais,MG
Carneirinho,"-19,7142","-50,8087",38290-000,Minas Gerais,MG
Carrancas,"-21,4959","-44,6104",37245-000,Minas Gerais,MG
Carvalhópolis,"-21,7749","-45,8269",37760-000,Minas Gerais,MG
Carvalhos,"-22,031","-44,4754",37456-000,Minas Gerais,MG
Casa Grande,"-20,8407","-43,9395",36422-000,Minas Gerais,MG
Cascalho Rico,"-18,5462","-47,8513",38460-000,Minas Gerais,MG
Cássia,"-20,5929","-46,9176",37980-000,Minas Gerais,MG
Cataguases,"-21,3455","-42,6498",36770-000,Minas Gerais,MG
Catas Altas,"-20,0705","-43,422",35969-000,Minas Gerais,MG
Catas Altas da Noruega,"-20,6809","-43,4978",36450-000,Minas Gerais,MG
Catuji,"-17,3633","-41,4818",39816-000,Minas Gerais,MG
Catuti,"-15,3236","-43,1139",39526-000,Minas Gerais,MG
Caxambu,"-21,9602","-44,953",37440-000,Minas Gerais,MG
Cedro do Abaeté,"-19,1146","-45,7007",35624-000,Minas Gerais,MG
Central de Minas,"-18,7678","-41,2896",35260-000,Minas Gerais,MG
Centralina,"-18,6092","-49,1606",38390-000,Minas Gerais,MG
Chácara,"-21,6792","-43,2183",36110-000,Minas Gerais,MG
Chalé,"-20,0335","-41,6781",36985-000,Minas Gerais,MG
Chapada do Norte,"-17,1629","-42,3772",39648-000,Minas Gerais,MG
Chapada Gaúcha,"-15,5793","-45,4124",39314-000,Minas Gerais,MG
Chiador,"-21,9725","-43,0074",36630-000,Minas Gerais,MG
Cipotânea,"-20,9303","-43,3655",36265-000,Minas Gerais,MG
Claraval,"-20,3568","-47,2524",37997-000,Minas Gerais,MG
Claro dos Poções,"-17,0968","-44,233",39380-000,Minas Gerais,MG
Cláudio,"-20,3901","-44,7913",35530-000,Minas Gerais,MG
Coimbra,"-20,8449","-42,7983",36550-000,Minas Gerais,MG
Coluna,"-18,2684","-42,8281",39770-000,Minas Gerais,MG
Comendador Gomes,"-19,6533","-49,0874",38250-000,Minas Gerais,MG
Comercinho,"-16,289","-41,7735",39628-000,Minas Gerais,MG
Conceição da Aparecida,"-21,1012","-46,2263",37148-000,Minas Gerais,MG
Conceição da Barra de Minas,"-21,1423","-44,4886",36360-000,Minas Gerais,MG
Conceição das Alagoas,"-19,9563","-48,3051",38120-000,Minas Gerais,MG
Conceição das Pedras,"-22,1387","-45,4269",37527-000,Minas Gerais,MG
Conceição de Ipanema,"-19,9178","-41,7002",36947-000,Minas Gerais,MG
Conceição do Mato Dentro,"-18,9001","-43,5023",35860-000,Minas Gerais,MG
Conceição do Pará,"-19,7855","-44,8702",35668-000,Minas Gerais,MG
Conceição do Rio Verde,"-21,9013","-45,0797",37430-000,Minas Gerais,MG
Conceição dos Ouros,"-22,4504","-45,7798",37548-000,Minas Gerais,MG
Cônego Marinho,"-14,9876","-44,6096",39489-000,Minas Gerais,MG
Confins,"-19,6569","-43,9813",33500-000,Minas Gerais,MG
Congonhal,"-22,1354","-46,0399",37557-000,Minas Gerais,MG
Congonhas,"-20,5316","-43,8591",36415-000,Minas Gerais,MG
Congonhas do Norte,"-18,886","-43,6962",35850-000,Minas Gerais,MG
Conquista,"-19,8684","-47,6335",38195-000,Minas Gerais,MG
Conselheiro Lafaiete,"-20,6514","-43,8055",36400-000,Minas Gerais,MG
Conselheiro Pena,"-19,1741","-41,458",35240-000,Minas Gerais,MG
Consolação,"-22,54","-45,9041",37670-000,Minas Gerais,MG
Contagem,"-19,8872","-44,0759",32000-000,Minas Gerais,MG
Coqueiral,"-21,1795","-45,4362",37235-000,Minas Gerais,MG
Coração de Jesus,"-16,6083","-44,437",39340-000,Minas Gerais,MG
Cordisburgo,"-19,0993","-44,1646",35780-000,Minas Gerais,MG
Cordislândia,"-21,7875","-45,6716",37498-000,Minas Gerais,MG
Corinto,"-18,3525","-44,6059",39200-000,Minas Gerais,MG
Coroaci,"-18,6119","-42,2584",39710-000,Minas Gerais,MG
Coromandel,"-18,4046","-47,1516",38550-000,Minas Gerais,MG
Coronel Fabriciano,"-19,4566","-42,6853",35170-000,Minas Gerais,MG
Coronel Murta,"-16,5893","-42,1974",39635-000,Minas Gerais,MG
Coronel Pacheco,"-21,6087","-43,2901",36155-000,Minas Gerais,MG
Coronel Xavier Chaves,"-21,0287","-44,2022",36330-000,Minas Gerais,MG
Córrego Danta,"-19,8135","-45,9615",38990-000,Minas Gerais,MG
Córrego do Bom Jesus,"-22,63","-45,9968",37605-000,Minas Gerais,MG
Córrego Fundo,"-20,4503","-45,5359",35578-000,Minas Gerais,MG
Córrego Novo,"-19,8287","-42,4421",35345-000,Minas Gerais,MG
Couto de Magalhães de Minas,"-18,1186","-43,4181",39188-000,Minas Gerais,MG
Crisólita,"-17,2415","-40,975",39885-000,Minas Gerais,MG
Cristais,"-20,8096","-45,5245",37275-000,Minas Gerais,MG
Cristália,"-16,7255","-42,8187",39598-000,Minas Gerais,MG
Cristiano Otoni,"-20,8369","-43,8293",36426-000,Minas Gerais,MG
Cristina,"-22,2159","-45,2882",37476-000,Minas Gerais,MG
Crucilândia,"-20,4066","-44,3599",35520-000,Minas Gerais,MG
Cruzeiro da Fortaleza,"-18,9671","-46,6578",38735-000,Minas Gerais,MG
Cruzília,"-21,736","-44,7983",37445-000,Minas Gerais,MG
Cuparaque,"-18,968889","-41,098889",37445-000,Minas Gerais,MG
Curral de Dentro,"-15,8463","-41,7541",39998-000,Minas Gerais,MG
Curvelo,"-18,7852","-44,416",35790-000,Minas Gerais,MG
Datas,"-18,4807","-43,6522",39130-000,Minas Gerais,MG
Delfim Moreira,"-22,5116","-45,2897",37514-000,Minas Gerais,MG
Delfinópolis,"-20,3671","-46,7113",37910-000,Minas Gerais,MG
Delta,"-19,9341","-47,8044",38108-000,Minas Gerais,MG
Descoberto,"-21,4517","-42,9713",36690-000,Minas Gerais,MG
Desterro de Entre Rios,"-20,6419","-44,2814",35494-000,Minas Gerais,MG
Desterro do Melo,"-21,1429","-43,5201",36210-000,Minas Gerais,MG
Diamantina,"-17,9779","-43,6042",39100-000,Minas Gerais,MG
Diogo de Vasconcelos,"-20,4759","-43,1909",35437-000,Minas Gerais,MG
Dionísio,"-19,8368","-42,6882",35984-000,Minas Gerais,MG
Divinésia,"-20,9946","-42,9951",36546-000,Minas Gerais,MG
Divino,"-20,5803","-42,1955",36820-000,Minas Gerais,MG
Divino das Laranjeiras,"-18,7124","-41,4916",35265-000,Minas Gerais,MG
Divinolândia de Minas,"-18,7756","-42,5707",39735-000,Minas Gerais,MG
Divinópolis,"-20,1169","-44,9162",35500-000,Minas Gerais,MG
Divisa Alegre,"-15,6945","-41,3911",39995-000,Minas Gerais,MG
Divisa Nova,"-21,5238","-46,2442",37134-000,Minas Gerais,MG
Divisópolis,"-15,7674","-40,9239",39912-000,Minas Gerais,MG
Dom Bosco,"-16,8113","-46,2846",38654-000,Minas Gerais,MG
Dom Cavati,"-19,3884","-42,0937",35148-000,Minas Gerais,MG
Dom Joaquim,"-18,9293","-43,266",35865-000,Minas Gerais,MG
Dom Silvério,"-20,1273","-42,9465",35440-000,Minas Gerais,MG
Dom Viçoso,"-22,2318","-45,1488",37474-000,Minas Gerais,MG
Dona Eusébia,"-21,3234","-42,8083",36784-000,Minas Gerais,MG
Dores de Campos,"-21,1137","-43,9936",36213-000,Minas Gerais,MG
Dores de Guanhães,"-19,044","-42,9282",35894-000,Minas Gerais,MG
Dores do Indaiá,"-19,4743","-45,5405",35610-000,Minas Gerais,MG
Dores do Turvo,"-21,0278","-43,1637",36513-000,Minas Gerais,MG
Doresópolis,"-20,2969","-45,8686",37926-000,Minas Gerais,MG
Douradoquara,"-18,442","-47,6148",38530-000,Minas Gerais,MG
Durandé,"-20,1518","-41,7824",36974-000,Minas Gerais,MG
Elói Mendes,"-21,6007","-45,5947",37110-000,Minas Gerais,MG
Engenheiro Caldas,"-19,1135","-42,0179",35130-000,Minas Gerais,MG
Engenheiro Navarro,"-17,3093","-44,0347",39417-000,Minas Gerais,MG
Entre Folhas,"-19,6596","-42,241",35324-000,Minas Gerais,MG
Entre Rios de Minas,"-20,7028","-44,1069",35490-000,Minas Gerais,MG
Ervália,"-20,8468","-42,6197",36555-000,Minas Gerais,MG
Esmeraldas,"-19,7414","-44,3231",35740-000,Minas Gerais,MG
Espera Feliz,"-20,5935","-41,9198",36830-000,Minas Gerais,MG
Espinosa,"-14,8598","-42,9918",39510-000,Minas Gerais,MG
Espírito Santo do Dourado,"-22,006","-45,99",37566-000,Minas Gerais,MG
Estiva,"-22,4528","-46,0224",37542-000,Minas Gerais,MG
Estrela Dalva,"-21,6933","-42,4683",36725-000,Minas Gerais,MG
Estrela do Indaiá,"-19,5808","-45,8119",35613-000,Minas Gerais,MG
Estrela do Sul,"-18,7223","-47,6973",38525-000,Minas Gerais,MG
Eugenópolis,"-21,0189","-42,2183",36855-000,Minas Gerais,MG
Ewbank da Câmara,"-21,5723","-43,5534",36108-000,Minas Gerais,MG
Extrema,"-22,8265","-46,2835",37640-000,Minas Gerais,MG
Fama,"-21,4684","-45,8201",37138-000,Minas Gerais,MG
Faria Lemos,"-20,7826","-42,0279",36840-000,Minas Gerais,MG
Felício dos Santos,"-18,1551","-43,2405",39180-000,Minas Gerais,MG
Felisburgo,"-16,6615","-40,7181",39895-000,Minas Gerais,MG
Felixlândia,"-18,6941","-44,9194",35794-000,Minas Gerais,MG
Fernandes Tourinho,"-19,103","-42,0946",35135-000,Minas Gerais,MG
Ferros,"-19,238","-42,9702",35800-000,Minas Gerais,MG
Fervedouro,"-20,6879","-42,3421",36815-000,Minas Gerais,MG
Florestal,"-19,8652","-44,4425",35690-000,Minas Gerais,MG
Formiga,"-20,5401","-45,4776",35570-000,Minas Gerais,MG
Formoso,"-14,946944","-46,231944",35570-000,Minas Gerais,MG
Fortaleza de Minas,"-20,8817","-46,7744",37905-000,Minas Gerais,MG
Fortuna de Minas,"-19,5484","-44,5023",35760-000,Minas Gerais,MG
Francisco Badaró,"-16,953","-42,2805",39644-000,Minas Gerais,MG
Francisco Dumont,"-17,3977","-44,2177",39387-000,Minas Gerais,MG
Francisco Sá,"-16,4102","-43,495",39580-000,Minas Gerais,MG
Franciscópolis,"-18,0098","-41,9844",39695-000,Minas Gerais,MG
Frei Gaspar,"-18,1401","-41,4929",39840-000,Minas Gerais,MG
Frei Inocêncio,"-18,514","-41,871",35112-000,Minas Gerais,MG
Frei Lagonegro,"-18,1429","-42,7606",39708-000,Minas Gerais,MG
Fronteira,"-20,2228","-49,1764",38230-000,Minas Gerais,MG
Fronteira dos Vales,"-16,8917","-40,8301",39870-000,Minas Gerais,MG
Fruta de Leite,"-16,1621","-42,5286",39558-000,Minas Gerais,MG
Frutal,"-19,9781","-48,9563",38200-000,Minas Gerais,MG
Funilândia,"-19,3519","-44,082",35709-000,Minas Gerais,MG
Galiléia,"-18,869","-41,525",35250-000,Minas Gerais,MG
Gameleiras,"-14,971","-43,3061",39505-000,Minas Gerais,MG
Glaucilândia,"-16,8953","-43,6608",39592-000,Minas Gerais,MG
Goiabeira,"-19,0296","-41,2272",35248-000,Minas Gerais,MG
Goianá,"-21,5606","-43,1851",36152-000,Minas Gerais,MG
Gonçalves,"-22,6748","-45,8378",37680-000,Minas Gerais,MG
Gonzaga,"-18,8787","-42,4951",39720-000,Minas Gerais,MG
Gouveia,"-18,5358","-43,8536",39120-000,Minas Gerais,MG
Governador Valadares,"-18,7907","-41,9902",35000-000,Minas Gerais,MG
Grão Mogol,"-16,4901","-42,9654",39570-000,Minas Gerais,MG
Grupiara,"-18,4796","-47,7714",38470-000,Minas Gerais,MG
Guanhães,"-18,8571","-42,8052",39740-000,Minas Gerais,MG
Guapé,"-20,774","-45,8994",37177-000,Minas Gerais,MG
Guaraciaba,"-20,570833","-43,007778",37177-000,Minas Gerais,MG
Guaraciama,"-17,0807","-43,6031",39397-000,Minas Gerais,MG
Guaranésia,"-21,2882","-46,8223",37810-000,Minas Gerais,MG
Guarani,"-21,3504","-43,0589",36160-000,Minas Gerais,MG
Guarará,"-21,758","-43,0247",36606-000,Minas Gerais,MG
Guarda-Mor,"-17,7639","-47,1478",38570-000,Minas Gerais,MG
Guaxupé,"-21,2918","-46,6811",37800-000,Minas Gerais,MG
Guidoval,"-21,1768","-42,7902",36515-000,Minas Gerais,MG
Guimarânia,"-18,8169","-46,7355",38730-000,Minas Gerais,MG
Guiricema,"-21,0129","-42,6989",36525-000,Minas Gerais,MG
Gurinhatã,"-19,0664","-49,8688",38310-000,Minas Gerais,MG
Heliodora,"-22,0416","-45,5443",37484-000,Minas Gerais,MG
Iapu,"-19,3509","-42,2373",35190-000,Minas Gerais,MG
Ibertioga,"-21,4514","-43,9432",36225-000,Minas Gerais,MG
Ibiá,"-19,5437","-46,6173",38950-000,Minas Gerais,MG
Ibiaí,"-16,81","-44,7923",39350-000,Minas Gerais,MG
Ibiracatu,"-15,6669","-44,1328",39455-000,Minas Gerais,MG
Ibiraci,"-20,4014","-47,1427",37990-000,Minas Gerais,MG
Ibirité,"-20,015","-44,0769",32400-000,Minas Gerais,MG
Ibitiúra de Minas,"-22,0672","-46,4074",37790-000,Minas Gerais,MG
Ibituruna,"-21,1636","-44,7755",37223-000,Minas Gerais,MG
Icaraí de Minas,"-16,2211","-44,8592",39318-000,Minas Gerais,MG
Igarapé,"-20,0542","-44,3164",32900-000,Minas Gerais,MG
Igaratinga,"-19,9601","-44,7211",35695-000,Minas Gerais,MG
Iguatama,"-20,1453","-45,7419",38910-000,Minas Gerais,MG
Ijaci,"-21,1835","-44,9224",37205-000,Minas Gerais,MG
Ilicínea,"-20,9302","-45,8182",37175-000,Minas Gerais,MG
Imbé de Minas,"-19,6438","-41,977",35323-000,Minas Gerais,MG
Inconfidentes,"-22,3404","-46,2849",37576-000,Minas Gerais,MG
Indaiabira,"-15,5763","-42,1573",39536-000,Minas Gerais,MG
Indianópolis,"-19,038889","-47,916944",39536-000,Minas Gerais,MG
Ingaí,"-21,4132","-44,9368",37215-000,Minas Gerais,MG
Inhapim,"-19,5033","-41,9617",35330-000,Minas Gerais,MG
Inhaúma,"-19,4997","-44,4242",35710-000,Minas Gerais,MG
Inimutaba,"-18,7115","-44,2757",35796-000,Minas Gerais,MG
Ipaba,"-19,4056","-42,3607",35198-000,Minas Gerais,MG
Ipanema,"-19,7572","-41,768",36950-000,Minas Gerais,MG
Ipatinga,"-19,4386","-42,606",35160-000,Minas Gerais,MG
Ipiaçu,"-18,7068","-49,9175",38350-000,Minas Gerais,MG
Ipuiúna,"-22,0073","-46,1247",37559-000,Minas Gerais,MG
Iraí de Minas,"-19,0633","-47,437",38510-000,Minas Gerais,MG
Itabira,"-19,5757","-43,285",35900-000,Minas Gerais,MG
Itabirinha,"-18,565833","-41,232778",35900-000,Minas Gerais,MG
Itabirito,"-20,2384","-43,7802",35450-000,Minas Gerais,MG
Itacambira,"-16,8865","-43,3077",39594-000,Minas Gerais,MG
Itacarambi,"-15,1948","-44,1267",39470-000,Minas Gerais,MG
Itaguara,"-20,3787","-44,5461",35514-000,Minas Gerais,MG
Itaipé,"-17,4274","-41,6551",39815-000,Minas Gerais,MG
Itajubá,"-22,4205","-45,4214",37500-000,Minas Gerais,MG
Itamarandiba,"-17,8543","-42,8941",39670-000,Minas Gerais,MG
Itamarati de Minas,"-21,4188","-42,8339",36788-000,Minas Gerais,MG
Itambacuri,"-18,1851","-41,8889",39830-000,Minas Gerais,MG
Itambé do Mato Dentro,"-19,4032","-43,341",35820-000,Minas Gerais,MG
Itamogi,"-21,0861","-47,0506",37955-000,Minas Gerais,MG
Itamonte,"-22,2873","-44,7527",37466-000,Minas Gerais,MG
Itanhandu,"-22,3247","-44,9131",37464-000,Minas Gerais,MG
Itanhomi,"-19,1548","-41,8333",35120-000,Minas Gerais,MG
Itaobim,"-16,5633","-41,5349",39625-000,Minas Gerais,MG
Itapagipe,"-19,7509","-49,4285",38240-000,Minas Gerais,MG
Itapecerica,"-20,454","-45,0881",35550-000,Minas Gerais,MG
Itapeva,"-22,767778","-46,220833",35550-000,Minas Gerais,MG
Itatiaiuçu,"-20,2216","-44,4659",35685-000,Minas Gerais,MG
Itaú de Minas,"-20,7179","-46,7793",37975-000,Minas Gerais,MG
Itaúna,"-20,0744","-44,5863",35680-000,Minas Gerais,MG
Itaverava,"-20,7081","-43,5928",36440-000,Minas Gerais,MG
Itinga,"-16,6072","-41,8318",39610-000,Minas Gerais,MG
Itueta,"-19,3777","-41,0976",35220-000,Minas Gerais,MG
Ituiutaba,"-19,0151","-49,5504",38300-000,Minas Gerais,MG
Itumirim,"-21,2847","-44,8332",37210-000,Minas Gerais,MG
Iturama,"-19,6946","-50,3822",38280-000,Minas Gerais,MG
Itutinga,"-21,3482","-44,7239",36390-000,Minas Gerais,MG
Jaboticatubas,"-19,4191","-43,7455",35830-000,Minas Gerais,MG
Jacinto,"-16,1921","-40,3318",39930-000,Minas Gerais,MG
Jacuí,"-21,011","-46,7184",37965-000,Minas Gerais,MG
Jacutinga,"-22,285833","-46,611944",37965-000,Minas Gerais,MG
Jaguaraçu,"-19,6359","-42,717",35188-000,Minas Gerais,MG
Jaíba,"-15,2164","-43,6703",39508-000,Minas Gerais,MG
Jampruca,"-18,4723","-41,7574",39837-000,Minas Gerais,MG
Janaúba,"-15,7788","-43,3676",39440-000,Minas Gerais,MG
Januária,"-15,2864","-44,984",39480-000,Minas Gerais,MG
Japaraíba,"-20,140833","-45,502778",39480-000,Minas Gerais,MG
Japonvar,"-15,9472","-44,3483",39335-000,Minas Gerais,MG
Jeceaba,"-20,5558","-44,0311",35498-000,Minas Gerais,MG
Jenipapo de Minas,"-17,1873","-42,2122",39645-000,Minas Gerais,MG
